,logistics,_id,area,weight,fee,time
175,武汉中通,75506176731115,江西,1.5,2.85,2021-11-03
176,武汉中通,75506176733281,江西,1.5,2.85,2021-11-03
177,武汉中通,75506176572320,江西,1.5,2.85,2021-11-03
178,武汉中通,75506176733736,湖南,1.5,2.85,2021-11-03
179,武汉中通,75506176708431,江西,1.5,2.85,2021-11-03
180,武汉中通,75506176863746,湖南,1.5,2.85,2021-11-03
181,武汉中通,75506176864285,湖南,1.5,2.85,2021-11-03
182,武汉中通,75506176730971,湖南,1.5,2.85,2021-11-03
183,武汉中通,75506176731064,湖南,1.5,2.85,2021-11-03
184,武汉中通,75506176708602,湖南,1.5,2.85,2021-11-03
185,武汉中通,75506176711104,湖南,1.5,2.85,2021-11-03
186,武汉中通,75506176884321,湖南,1.5,2.85,2021-11-03
187,武汉中通,75506176709076,湖南,1.5,2.85,2021-11-03
188,武汉中通,75506177368782,湖南,1.5,2.85,2021-11-03
189,武汉中通,75506176709609,湖南,1.5,2.85,2021-11-03
190,武汉中通,75506176732152,湖南,1.5,2.85,2021-11-03
191,武汉中通,75506176865822,湖南,1.5,2.85,2021-11-03
192,武汉中通,75506176708457,湖南,1.5,2.85,2021-11-03
193,武汉中通,75506176588554,湖南,1.5,2.85,2021-11-03
194,武汉中通,75506176713347,湖南,1.5,2.85,2021-11-03
195,武汉中通,75506176575186,湖南,1.5,2.85,2021-11-03
196,武汉中通,75506176709267,湖南,1.5,2.85,2021-11-03
197,武汉中通,75506176733516,湖南,1.5,2.85,2021-11-03
198,武汉中通,75506177491027,湖南,1.5,2.85,2021-11-03
199,武汉中通,75506176708950,湖南,1.5,2.85,2021-11-03
200,武汉中通,75506176710389,湖南,1.5,2.85,2021-11-03
201,武汉中通,75506176733560,湖南,1.5,2.85,2021-11-03
202,武汉中通,75506177492725,湖南,1.5,2.85,2021-11-03
203,武汉中通,75506176733585,湖南,1.5,2.85,2021-11-03
204,武汉中通,75506176709504,湖南,1.5,2.85,2021-11-03
205,武汉中通,75506177490868,湖南,1.5,2.85,2021-11-03
206,武汉中通,75506176574999,湖南,1.5,2.85,2021-11-03
207,武汉中通,75506176865856,湖南,1.5,2.85,2021-11-03
208,武汉中通,75506176709760,湖南,1.5,2.85,2021-11-03
209,武汉中通,75506176710164,湖南,1.5,2.85,2021-11-03
210,武汉中通,75506176865039,湖南,1.5,2.85,2021-11-03
211,武汉中通,75506176572246,湖南,1.5,2.85,2021-11-03
212,武汉中通,75506176863832,湖南,1.5,2.85,2021-11-03
213,武汉中通,75506176587390,湖南,1.5,2.85,2021-11-03
